,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,Total_Pts
520,1399,Gonçalo Guedes,WOL,MID,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,852,Daniel Jebbison,SHU,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,249,Anthony Knockaert,FUL,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,3460,Jacob Bruun Larsen,BUR,MID,7.0,0.0,0.0,1.79,0.0,0.0,0.0,1.79
524,103,Jack Cork,BUR,MID,6.7,0.0,0.0,0.22,0.0,0.0,0.0,0.22
525,3205,Yasin Ayari,BHA,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,252,Tyrese Francois,FUL,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,3394,Luke Berry,LUT,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,229,André Gomes,EVE,MID,7.1,0.35,0.0,0.51,0.0,0.0,0.0,0.86
529,1358,Thomas Strakosha,BRE,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,3153,Gustavo Scarpa,FOR,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,757,Antwoine Hackford,SHU,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,1329,Omar Richards,FOR,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,3527,Alex Matos,CHE,FOR,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,488,John Fleck,SHU,MID,6.8,0.0,0.0,1.28,0.0,0.0,0.0,1.28
535,2342,Adam Davies,SHU,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,3431,Yasser Larouci,SHU,DEF,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,245,Marek Rodák,FUL,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,640,Adama Traoré,FUL,MID,7.3,0.0,0.0,0.0,0.5,0.0,0.0,0.5
539,3464,Lesley Ugochukwu,CHE,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,3392,Louie Watson,LUT,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,2122,Anis Ben Slimane,SHU,MID,7.0,0.0,0.0,0.33,0.0,0.0,0.0,0.33
542,891,Sergi Canós,BRE,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,3197,Máximo Perrone,MCI,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,1321,Luis Sinisterra,BOU,MID,7.7,0.0,0.0,0.0,1.38,0.0,0.0,1.38
545,3217,Lewis Miley,NEW,MID,6.5,0.0,0.0,0.0,0.0,1.51,0.0,1.51
546,3466,Matheus França,CRY,MID,7.4,0.53,0.0,0.67,0.0,0.0,0.0,1.2000000000000002
547,3374,Samuel Bastien,BUR,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,198,Jaïro Riedewald,CRY,MID,6.6,0.63,0.0,0.74,0.0,0.0,0.0,1.37
549,2214,Rhys Norrington-Davies,SHU,DEF,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,257,Marcus Bettinelli,CHE,GK,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,221,João Virgínia,EVE,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,235,Jean-Philippe Gbamin,EVE,MID,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,3474,Youssef Chermiti,EVE,FOR,6.7,0.18,0.0,0.27,0.0,0.0,0.0,0.45
554,3472,Alex Scott,BOU,MID,6.5,0.0,0.0,0.0,0.51,0.0,0.0,0.51
555,3487,Carlos Baleba,BHA,MID,6.7,0.0,1.97,0.0,0.0,0.0,2.6,4.57
556,3459,Ionuț Radu,BOU,GK,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,378,Tommy Doyle,WOL,MID,7.2,0.35,0.0,0.41,0.0,0.0,0.0,0.76
558,2443,Jamie Donley,TOT,FOR,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,3465,Amadou Diallo,NEW,FOR,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,915,Andrew Omobamidele,FOR,DEF,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,1093,Aaron Ramsey,BUR,MID,6.7,0.0,0.0,0.31,0.0,0.0,0.0,0.31
562,3360,Gavin Kilkenny,BOU,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,3586,Michael Ndiweni,NEW,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,3379,Darko Churlinov,BUR,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,3391,Glen Rea,LUT,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,966,Konstantinos Mavropanos,WHU,DEF,7.3,0.0,0.37,0.0,0.0,0.0,0.58,0.95
567,3419,Jordan Amissah,SHU,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,1224,Emiliano Marcondes,BOU,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,806,Tyler Onyango,EVE,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,918,Tim Krul,LUT,GK,6.3,0.0,0.0,0.16,0.0,0.0,0.0,0.16
571,2,Matt Macey,LUT,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,319,Luke Thomas,SHU,DEF,7.1,0.0,0.0,0.19,0.0,0.0,0.0,0.19
573,1466,Yehor Yarmoliuk,BRE,MID,6.6,1.6,0.0,1.12,0.0,0.0,0.0,2.72
574,1068,Roméo Lavia,CHE,MID,7.7,0.93,0.0,1.05,0.0,0.0,0.0,1.98
575,3451,Alex Murphy,NEW,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,3452,Ben Parkinson,NEW,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,1223,Mark Travers,BOU,GK,6.4,0.0,0.0,0.0,0.16,0.0,0.0,0.16
578,3595,Sydie Peck,SHU,MID,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,1318,Tyler Adams,BOU,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,2144,Ethan Horvath,FOR,GK,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,232,Tom Davies,SHU,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,3507,Mike Trésor,BUR,MID,7.0,0.0,0.0,0.55,0.0,0.0,0.0,0.55
583,607,Conor Coventry,WHU,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,3563,Ryan One,SHU,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1018,Saman Ghoddos,BRE,MID,6.5,2.72,0.0,2.09,0.0,0.0,0.0,4.8100000000000005
586,3481,Deivid Washington,CHE,FOR,6.6,0.14,0.0,0.17,0.0,0.0,0.0,0.31000000000000005
587,762,Amad Diallo,MUN,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,788,Andy Lonergan,EVE,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,862,Tim Iroegbunam,AVL,MID,6.6,0.0,0.0,0.22,0.0,0.0,0.0,0.22
590,2042,Fodé Ballo-Touré,FUL,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,1264,Malcolm Ebiowei,CRY,MID,6.6,0.0,0.0,0.22,0.0,0.0,0.0,0.22
592,1177,Oscar Bobb,MCI,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,1376,Joseph Whitworth,CRY,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,1379,Lewis O'Brien,FOR,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,863,Hannibal Mejbri,MUN,MID,6.7,0.0,0.0,0.37,0.0,0.0,0.0,0.37
596,3435,James McConnell,LIV,FOR,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,3480,Hannes Delcroix,BUR,DEF,6.7,0.0,0.0,0.42,0.0,0.0,0.0,0.42
